,drug1,drug2,object,precipitant,severity
8080,http://bio2rdf.org/drugbank:DB01580,http://bio2rdf.org/drugbank:DB00233,Oxprenolol,Aminosalicylic_Acid,1
8079,http://bio2rdf.org/drugbank:DB01151,http://bio2rdf.org/drugbank:DB01529,Desipramine,Dextromoramide,1
8078,http://bio2rdf.org/drugbank:DB00780,http://bio2rdf.org/drugbank:DB01577,Phenelzine,Methamphetamine,3
8077,http://bio2rdf.org/drugbank:DB00390,http://bio2rdf.org/drugbank:DB00281,Digoxin,Lidocaine, 
8076,http://bio2rdf.org/drugbank:DB00580,http://bio2rdf.org/drugbank:DB01021,Valdecoxib,Trichlormethiazide,1
8075,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00390,Calcium,Digoxin,2
8074,http://bio2rdf.org/drugbank:DB00469,http://bio2rdf.org/drugbank:DB00313,Tenoxicam,Valproic_Acid,1
8073,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB00195,parecoxib,Betaxolol,2
8072,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB00584,Atenolol,Enalapril, 
8071,http://bio2rdf.org/drugbank:DB01026,http://bio2rdf.org/drugbank:DB00540,Ketoconazole,NORTRIPTYLINE,3
8070,http://bio2rdf.org/drugbank:DB00637,http://bio2rdf.org/drugbank:DB00503,ASTEMIZOLE,Ritonavir,3
8069,http://bio2rdf.org/drugbank:DB01551,http://bio2rdf.org/drugbank:DB01367,Dihydrocodeine,Rasagiline,3
8068,http://bio2rdf.org/drugbank:DB01377,http://bio2rdf.org/drugbank:DB08807,Magnesium_oxide,Bopindolol,1
8067,http://bio2rdf.org/drugbank:DB00913,http://bio2rdf.org/drugbank:DB00752,Anileridine,Tranylcypromine,3
8066,http://bio2rdf.org/drugbank:DB01359,http://bio2rdf.org/drugbank:DB01399,Penbutolol,Salsalate,1
8065,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00195,Ketorolac,Betaxolol,2
8064,http://bio2rdf.org/drugbank:DB00673,http://bio2rdf.org/drugbank:DB00860,Aprepitant,Prednisolone,2
8063,http://bio2rdf.org/drugbank:DB01060,http://bio2rdf.org/drugbank:DB00335,Amoxicillin,Atenolol,1
8062,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB06725,Levonorgestrel,Lornoxicam,1
8061,http://bio2rdf.org/drugbank:DB00752,http://bio2rdf.org/drugbank:DB00898,Tranylcypromine,Ethanol,3
8060,http://bio2rdf.org/drugbank:DB00647,http://bio2rdf.org/drugbank:DB00351,Dextropropoxyphene,Megestrol_acetate, 
8059,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB01580,Allopurinol,Oxprenolol, 
8058,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB01297,Kanamycin,Practolol,1
8057,http://bio2rdf.org/drugbank:DB08795,http://bio2rdf.org/drugbank:DB00367,Azidocillin,Levonorgestrel,3
8056,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB01410,Desogestrel,Ciclesonide,1
8055,http://bio2rdf.org/drugbank:DB00399,http://bio2rdf.org/drugbank:DB00421,Zoledronate,Spironolactone,2
8054,http://bio2rdf.org/drugbank:DB01297,http://bio2rdf.org/drugbank:DB01016,Practolol,Glyburide,2
8053,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00842,Etonogestrel,Oxazepam,1
8052,http://bio2rdf.org/drugbank:DB00881,http://bio2rdf.org/drugbank:DB00761,Quinapril,POTASSIUM_CHLORIDE,2
8051,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB01193,Cholestyramine,Acebutolol, 
8050,http://bio2rdf.org/drugbank:DB00417,http://bio2rdf.org/drugbank:DB00571,Penicillin_V,Propranolol,1
8049,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB08808,Norethindrone,Bupranolol,1
8048,http://bio2rdf.org/drugbank:DB01607,http://bio2rdf.org/drugbank:DB00264,Ticarcillin,Metoprolol,1
8047,http://bio2rdf.org/drugbank:DB06725,http://bio2rdf.org/drugbank:DB00187,Lornoxicam,Esmolol,2
8046,http://bio2rdf.org/drugbank:DB00315,http://bio2rdf.org/drugbank:DB00601,Zolmitriptan,Linezolid,3
8045,http://bio2rdf.org/drugbank:DB00201,http://bio2rdf.org/drugbank:DB00603,Caffeine,Medroxyprogesterone_Acetate,1
8044,http://bio2rdf.org/drugbank:DB00829,http://bio2rdf.org/drugbank:DB00199,DIAZEPAM,Erythromycin,2
8043,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB08439,Aminosalicylic_Acid,parecoxib,1
8042,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00180,Cholestyramine,Flunisolide,1
8041,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00195,Calcium,Betaxolol,1
8040,http://bio2rdf.org/drugbank:DB00286,http://bio2rdf.org/drugbank:DB01151,Conjugated_Estrogens,Desipramine,2
8039,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB06725,Alprazolam,Lornoxicam, 
8038,http://bio2rdf.org/drugbank:DB04552,http://bio2rdf.org/drugbank:DB00214,Niflumic_Acid,Torasemide,2
8037,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB01223,PHENOBARBITAL,AMINOPHYLLINE,2
8036,http://bio2rdf.org/drugbank:DB00118,http://bio2rdf.org/drugbank:DB01297,S-Adenosylmethionine,Practolol,2
8035,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB01580,Ethynodiol,Oxprenolol,1
8034,http://bio2rdf.org/drugbank:DB04552,http://bio2rdf.org/drugbank:DB08807,Niflumic_Acid,Bopindolol,2
8033,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB00571,Glucosamine,Propranolol,2
8032,http://bio2rdf.org/drugbank:DB01406,http://bio2rdf.org/drugbank:DB00564,Danazol,Carbamazepine,2
8031,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB01009,Sodium_bicarbonate,Ketoprofen,1
8030,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00908,Phenytoin,Quinidine,1
8029,http://bio2rdf.org/drugbank:DB00180,http://bio2rdf.org/drugbank:DB00870,Flunisolide,Suprofen,2
8028,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB03585,Sodium_bicarbonate,Oxyphenbutazone,1
8027,http://bio2rdf.org/drugbank:DB00514,http://bio2rdf.org/drugbank:DB00780,Dextromethorphan,Phenelzine,3
8026,http://bio2rdf.org/drugbank:DB00394,http://bio2rdf.org/drugbank:DB06709,Beclomethasone,Methacholine,2
8025,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00870,Diflunisal,Suprofen,1
8024,http://bio2rdf.org/drugbank:DB00540,http://bio2rdf.org/drugbank:DB04820,Nortriptyline,Nialamide,3
8023,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB00860,Ethynodiol,Prednisolone,1
8022,http://bio2rdf.org/drugbank:DB00533,http://bio2rdf.org/drugbank:DB00373,Rofecoxib,Timolol,2
8021,http://bio2rdf.org/drugbank:DB00948,http://bio2rdf.org/drugbank:DB00335,Mezlocillin,Atenolol,1
8020,http://bio2rdf.org/drugbank:DB00604,http://bio2rdf.org/drugbank:DB00572,Cisapride,Atropine,2
8019,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00814,Nifedipine,Meloxicam, 
8018,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB00870,Salicylamide,Suprofen,1
8017,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB00598,parecoxib,Labetalol,2
8016,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB01136,Megestrol_acetate,Carvedilol,1
8015,http://bio2rdf.org/drugbank:DB00415,http://bio2rdf.org/drugbank:DB00126,Ampicillin,Vitamin_C,3
8014,http://bio2rdf.org/drugbank:DB01580,http://bio2rdf.org/drugbank:DB00999,Oxprenolol,Hydrochlorothiazide,1
8013,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB00328,Methacholine,Indomethacin,1
8012,http://bio2rdf.org/drugbank:DB00180,http://bio2rdf.org/drugbank:DB01628,Flunisolide,Etoricoxib,2
8011,http://bio2rdf.org/drugbank:DB00611,http://bio2rdf.org/drugbank:DB00823,Butorphanol,Ethynodiol, 
8010,http://bio2rdf.org/drugbank:DB00963,http://bio2rdf.org/drugbank:DB00584,Bromfenac,Enalapril,2
8009,http://bio2rdf.org/drugbank:DB01093,http://bio2rdf.org/drugbank:DB00489,Dimethyl_sulfoxide,Sotalol,2
8008,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB00396,Phenobarbital,Progesterone,2
8007,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB01628,Salicylamide,Etoricoxib,1
8006,http://bio2rdf.org/drugbank:DB00321,http://bio2rdf.org/drugbank:DB00708,Amitriptyline,Sufentanil,1
8005,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00394,Kanamycin,Beclomethasone,1
8004,http://bio2rdf.org/drugbank:DB04861,http://bio2rdf.org/drugbank:DB00898,Nebivolol,Ethanol, 
8003,http://bio2rdf.org/drugbank:DB01151,http://bio2rdf.org/drugbank:DB00844,Desipramine,Nalbuphine,1
8002,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB01172,Bacampicillin,Kanamycin,3
8001,http://bio2rdf.org/drugbank:DB00258,http://bio2rdf.org/drugbank:DB00373,Calcium_Acetate,Timolol,1
8000,http://bio2rdf.org/drugbank:DB00469,http://bio2rdf.org/drugbank:DB00373,Tenoxicam,Timolol,2
7999,http://bio2rdf.org/drugbank:DB00184,http://bio2rdf.org/drugbank:DB00373,Nicotine,Timolol,2
7998,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB00727,Niclosamide,Nitroglycerin,1
7997,http://bio2rdf.org/drugbank:DB00812,http://bio2rdf.org/drugbank:DB01125,Phenylbutazone,Anisindione,3
7996,http://bio2rdf.org/drugbank:DB00542,http://bio2rdf.org/drugbank:DB00421,Benazepril,Spironolactone,2
7995,http://bio2rdf.org/drugbank:DB00537,http://bio2rdf.org/drugbank:DB00373,Ciprofloxacin,Timolol,1
7994,http://bio2rdf.org/drugbank:DB04861,http://bio2rdf.org/drugbank:DB00829,Nebivolol,Diazepam,1
7993,http://bio2rdf.org/drugbank:DB01297,http://bio2rdf.org/drugbank:DB06803,Practolol,Niclosamide,1
7992,http://bio2rdf.org/drugbank:DB00479,http://bio2rdf.org/drugbank:DB01199,Amikacin,TUBOCURARINE,2
7991,http://bio2rdf.org/drugbank:DB00328,http://bio2rdf.org/drugbank:DB00266,Indomethacin,Dicoumarol,2
7990,http://bio2rdf.org/drugbank:DB01093,http://bio2rdf.org/drugbank:DB00436,Dimethyl_sulfoxide,Bendroflumethiazide,1
7989,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB00898,Atenolol,Ethanol, 
7988,http://bio2rdf.org/drugbank:DB00963,http://bio2rdf.org/drugbank:DB00187,Bromfenac,Esmolol,2
7987,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB04828,Nifedipine,Zomepirac, 
7986,http://bio2rdf.org/drugbank:DB00565,http://bio2rdf.org/drugbank:DB00684,Cisatracurium_Besylate,Tobramycin,2
7985,http://bio2rdf.org/drugbank:DB00573,http://bio2rdf.org/drugbank:DB00960,Fenoprofen,Pindolol,2
7984,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB00417,Salicylamide,Penicillin_V,1
7983,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB00404,parecoxib,Alprazolam, 
7982,http://bio2rdf.org/drugbank:DB00921,http://bio2rdf.org/drugbank:DB00503,Buprenorphine,Ritonavir,2
7981,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00598,Calcium,Labetalol,1
7980,http://bio2rdf.org/drugbank:DB08807,http://bio2rdf.org/drugbank:DB00863,Bopindolol,Ranitidine, 
7979,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00861,Megestrol_acetate,Diflunisal,1
7978,http://bio2rdf.org/drugbank:DB01398,http://bio2rdf.org/drugbank:DB00939,Salicylate-sodium,Meclofenamic_acid,1
7977,http://bio2rdf.org/drugbank:DB00328,http://bio2rdf.org/drugbank:DB04861,Indomethacin,Nebivolol,2
7976,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00814,Ethanol,Meloxicam, 
7975,http://bio2rdf.org/drugbank:DB00788,http://bio2rdf.org/drugbank:DB00774,Naproxen,Hydroflumethiazide,1
7974,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB00829,Atenolol,Diazepam,1
7973,http://bio2rdf.org/drugbank:DB00661,http://bio2rdf.org/drugbank:DB08807,Verapamil,Bopindolol,2
7972,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB01050,Dihydroxyaluminium,Ibuprofen,1
7971,http://bio2rdf.org/drugbank:DB00939,http://bio2rdf.org/drugbank:DB00521,Meclofenamic_acid,Carteolol,2
7970,http://bio2rdf.org/drugbank:DB06725,http://bio2rdf.org/drugbank:DB00829,Lornoxicam,Diazepam, 
7969,http://bio2rdf.org/drugbank:DB06725,http://bio2rdf.org/drugbank:DB01020,Lornoxicam,Isosorbide_Mononitrate,1
7968,http://bio2rdf.org/drugbank:DB01151,http://bio2rdf.org/drugbank:DB00501,Desipramine,Cimetidine,2
7967,http://bio2rdf.org/drugbank:DB06204,http://bio2rdf.org/drugbank:DB00367,Tapentadol,Levonorgestrel, 
7966,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB00482,Sodium_bicarbonate,Celecoxib,1
7965,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00814,Salsalate,Meloxicam,1
7964,http://bio2rdf.org/drugbank:DB01397,http://bio2rdf.org/drugbank:DB00421,Magnesium_salicylate,Spironolactone,1
7963,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB00605,Cimetidine,Sulindac,1
7962,http://bio2rdf.org/drugbank:DB00417,http://bio2rdf.org/drugbank:DB01172,Penicillin_V,Kanamycin,3
7961,http://bio2rdf.org/drugbank:DB00482,http://bio2rdf.org/drugbank:DB00774,Celecoxib,Hydroflumethiazide,1
7960,http://bio2rdf.org/drugbank:DB00862,http://bio2rdf.org/drugbank:DB01158,Vardenafil,Bretylium,2
7959,http://bio2rdf.org/drugbank:DB01604,http://bio2rdf.org/drugbank:DB01297,Pivampicillin,Practolol,1
7958,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB04552,Alprazolam,Niflumic_Acid, 
7957,http://bio2rdf.org/drugbank:DB00343,http://bio2rdf.org/drugbank:DB00612,Diltiazem,Bisoprolol,2
7956,http://bio2rdf.org/drugbank:DB00684,http://bio2rdf.org/drugbank:DB01199,Tobramycin,TUBOCURARINE,2
7955,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB04552,Kanamycin,Niflumic_Acid,1
7954,http://bio2rdf.org/drugbank:DB00246,http://bio2rdf.org/drugbank:DB00477,Ziprasidone,Chlorpromazine,3
7953,http://bio2rdf.org/drugbank:DB00214,http://bio2rdf.org/drugbank:DB01021,Torasemide,Trichlormethiazide,1
7952,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB00521,Oxyphenbutazone,Carteolol,2
7951,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB00186,Timolol,Lorazepam, 
7950,http://bio2rdf.org/drugbank:DB01209,http://bio2rdf.org/drugbank:DB00304,Dezocine,Desogestrel, 
7949,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00939,Calcium,Meclofenamic_acid,1
7948,http://bio2rdf.org/drugbank:DB00186,http://bio2rdf.org/drugbank:DB00814,Lorazepam,Meloxicam, 
7947,http://bio2rdf.org/drugbank:DB00604,http://bio2rdf.org/drugbank:DB00503,Cisapride,Ritonavir,3
7946,http://bio2rdf.org/drugbank:DB07886,http://bio2rdf.org/drugbank:DB00712,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",Flurbiprofen,2
7945,http://bio2rdf.org/drugbank:DB00960,http://bio2rdf.org/drugbank:DB06709,Pindolol,Methacholine,1
7944,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB00606,parecoxib,Cyclothiazide,1
7943,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00295,Phenytoin,Morphine,1
7942,http://bio2rdf.org/drugbank:DB01015,http://bio2rdf.org/drugbank:DB01125,SULFAMETHOXAZOLE,Anisindione,2
7941,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB01234,Desogestrel,Dexamethasone,1
7940,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB00866,Oxyphenbutazone,Alprenolol,2
7939,http://bio2rdf.org/drugbank:DB01193,http://bio2rdf.org/drugbank:DB00436,Acebutolol,Bendroflumethiazide,1
7938,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB04828,Salsalate,Zomepirac,1
7937,http://bio2rdf.org/drugbank:DB00421,http://bio2rdf.org/drugbank:DB01197,Spironolactone,Captopril,2
7936,http://bio2rdf.org/drugbank:DB01166,http://bio2rdf.org/drugbank:DB00199,Cilostazol,Erythromycin,2
7935,http://bio2rdf.org/drugbank:DB00612,http://bio2rdf.org/drugbank:DB01399,Bisoprolol,Salsalate,1
7934,http://bio2rdf.org/drugbank:DB00661,http://bio2rdf.org/drugbank:DB00199,Verapamil,Erythromycin,3
7933,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00899,Ethanol,Remifentanil,2
7932,http://bio2rdf.org/drugbank:DB00741,http://bio2rdf.org/drugbank:DB00682,Hydrocortisone,Warfarin,1
7931,http://bio2rdf.org/drugbank:DB00591,http://bio2rdf.org/drugbank:DB00712,Fluocinolone_Acetonide,Flurbiprofen,2
7930,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB02266,Salicyclic_acid,Flufenamic_Acid,1
7929,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB00880,Metoprolol,Chlorothiazide,1
7928,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00537,Calcium,Ciprofloxacin, 
7927,http://bio2rdf.org/drugbank:DB00605,http://bio2rdf.org/drugbank:DB01021,Sulindac,Trichlormethiazide,1
7926,http://bio2rdf.org/drugbank:DB01032,http://bio2rdf.org/drugbank:DB00495,Probenecid,ZIDOVUDINE,2
7925,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB01136,Allopurinol,Carvedilol, 
7924,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00443,Megestrol_acetate,Betamethasone,1
7923,http://bio2rdf.org/drugbank:DB01367,http://bio2rdf.org/drugbank:DB01151,Rasagiline,Desipramine,3
7922,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00842,Norethindrone,Oxazepam,1
7921,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00294,Ethanol,Etonogestrel, 
7920,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB00421,Aminosalicylic_Acid,Spironolactone,1
7919,http://bio2rdf.org/drugbank:DB00963,http://bio2rdf.org/drugbank:DB01020,Bromfenac,Isosorbide_Mononitrate,1
7918,http://bio2rdf.org/drugbank:DB00963,http://bio2rdf.org/drugbank:DB00829,Bromfenac,Diazepam, 
7917,http://bio2rdf.org/drugbank:DB00415,http://bio2rdf.org/drugbank:DB00612,Ampicillin,Bisoprolol,1
7916,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00936,Dihydroxyaluminium,Salicyclic_acid,1
7915,http://bio2rdf.org/drugbank:DB00813,http://bio2rdf.org/drugbank:DB00717,Fentanyl,Norethindrone, 
7914,http://bio2rdf.org/drugbank:DB00533,http://bio2rdf.org/drugbank:DB00489,Rofecoxib,Sotalol,2
7913,http://bio2rdf.org/drugbank:DB00440,http://bio2rdf.org/drugbank:DB00823,Trimethoprim,Ethynodiol,1
7912,http://bio2rdf.org/drugbank:DB01606,http://bio2rdf.org/drugbank:DB00351,Tazobactam,Megestrol_acetate,3
7911,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB00812,Choline,Phenylbutazone,1
7910,http://bio2rdf.org/drugbank:DB01118,http://bio2rdf.org/drugbank:DB00227,AMIODARONE,Lovastatin,2
7909,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB00232,Carbamazepine,Methyclothiazide,1
7908,http://bio2rdf.org/drugbank:DB00607,http://bio2rdf.org/drugbank:DB00814,Nafcillin,Meloxicam,1
7907,http://bio2rdf.org/drugbank:DB01551,http://bio2rdf.org/drugbank:DB01247,Dihydrocodeine,Isocarboxazid,3
7906,http://bio2rdf.org/drugbank:DB00586,http://bio2rdf.org/drugbank:DB00563,Diclofenac,Methotrexate,2
7905,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB00266,Piroxicam,Dicoumarol,2
7904,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00580,Diflunisal,Valdecoxib,1
7903,http://bio2rdf.org/drugbank:DB00443,http://bio2rdf.org/drugbank:DB00749,Betamethasone,Etodolac,2
7902,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB01193,Nifedipine,Acebutolol,2
7901,http://bio2rdf.org/drugbank:DB05521,http://bio2rdf.org/drugbank:DB00897,Telaprevir,Triazolam,3
7900,http://bio2rdf.org/drugbank:DB00620,http://bio2rdf.org/drugbank:DB00749,Triamcinolone,Etodolac,2
7899,http://bio2rdf.org/drugbank:DB00591,http://bio2rdf.org/drugbank:DB01050,Fluocinolone_Acetonide,Ibuprofen,2
7898,http://bio2rdf.org/drugbank:DB01166,http://bio2rdf.org/drugbank:DB00343,Cilostazol,Diltiazem,2
7897,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB00612,Medroxyprogesterone_Acetate,Bisoprolol,1
7896,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB04861,Piroxicam,Nebivolol,2
7895,http://bio2rdf.org/drugbank:DB01601,http://bio2rdf.org/drugbank:DB06207,Lopinavir,Silodosin,2
7894,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB01151,Carteolol,Desipramine,1
7893,http://bio2rdf.org/drugbank:DB00485,http://bio2rdf.org/drugbank:DB01359,Dicloxacillin,Penbutolol,1
7892,http://bio2rdf.org/drugbank:DB00533,http://bio2rdf.org/drugbank:DB00436,Rofecoxib,Bendroflumethiazide,1
7891,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB01136,Ethynodiol,Carvedilol,1
7890,http://bio2rdf.org/drugbank:DB00258,http://bio2rdf.org/drugbank:DB00489,Calcium_Acetate,Sotalol,1
7889,http://bio2rdf.org/drugbank:DB01377,http://bio2rdf.org/drugbank:DB00233,Magnesium_oxide,Aminosalicylic_Acid,1
7888,http://bio2rdf.org/drugbank:DB01026,http://bio2rdf.org/drugbank:DB00585,Ketoconazole,Nizatidine,2
7887,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB00697,Niclosamide,Tizanidine,1
7886,http://bio2rdf.org/drugbank:DB00469,http://bio2rdf.org/drugbank:DB00489,Tenoxicam,Sotalol,2
7885,http://bio2rdf.org/drugbank:DB00184,http://bio2rdf.org/drugbank:DB00489,Nicotine,Sotalol,2
7884,http://bio2rdf.org/drugbank:DB00669,http://bio2rdf.org/drugbank:DB01149,Sumatriptan,Nefazodone,2
7883,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB00870,Potassium,Suprofen,1
7882,http://bio2rdf.org/drugbank:DB00451,http://bio2rdf.org/drugbank:DB00866,Levothyroxine,Alprenolol,1
7881,http://bio2rdf.org/drugbank:DB00537,http://bio2rdf.org/drugbank:DB00489,CIPROFLOXACIN,Sotalol,2
7880,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00310,Tizanidine,Chlorthalidone,1
7879,http://bio2rdf.org/drugbank:DB00774,http://bio2rdf.org/drugbank:DB01001,Hydroflumethiazide,Salbutamol,1
7878,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB00607,Choline,Nafcillin,1
7877,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB00880,Mometasone,Chlorothiazide,1
7876,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB00521,Sodium_bicarbonate,Carteolol,1
7875,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB01345,Sodium_bicarbonate,Potassium,1
7874,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00201,Phenytoin,Caffeine,3
7873,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB00708,Metoclopramide,Sufentanil,1
7872,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB01001,Carteolol,Salbutamol,2
7871,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB00233,Mometasone,Aminosalicylic_Acid,2
7870,http://bio2rdf.org/drugbank:DB01367,http://bio2rdf.org/drugbank:DB00708,Rasagiline,Sufentanil,3
